title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
dimwishlist:item=3003492238&perks=3666208348,269888150,1955165503,3650930298
dimwishlist:item=3003492238&perks=3666208348,2349202967,243981275,3913600130
dimwishlist:item=3003492238&perks=3666208348,2349202967,243981275,3708227201
dimwishlist:item=3003492238&perks=3666208348,2349202967,243981275,3650930298
dimwishlist:item=3003492238&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=3003492238&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=3003492238&perks=3666208348,2349202967,1749209109,3650930298
dimwishlist:item=3003492238&perks=3666208348,2349202967,1955165503,3913600130
dimwishlist:item=3003492238&perks=3666208348,2349202967,1955165503,3708227201
dimwishlist:item=3003492238&perks=3666208348,2349202967,1955165503,3650930298
dimwishlist:item=3003492238&perks=938542991,269888150,243981275,3913600130
dimwishlist:item=3003492238&perks=938542991,269888150,243981275,3708227201
dimwishlist:item=3003492238&perks=938542991,269888150,243981275,3650930298
dimwishlist:item=3003492238&perks=938542991,269888150,1749209109,3913600130
dimwishlist:item=3003492238&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=3003492238&perks=938542991,269888150,1749209109,3650930298
dimwishlist:item=3003492238&perks=938542991,269888150,1955165503,3913600130
dimwishlist:item=3003492238&perks=938542991,269888150,1955165503,3708227201
dimwishlist:item=3003492238&perks=938542991,269888150,1955165503,3650930298
dimwishlist:item=3003492238&perks=938542991,2349202967,243981275,3913600130
dimwishlist:item=3003492238&perks=938542991,2349202967,243981275,3708227201
dimwishlist:item=3003492238&perks=938542991,2349202967,243981275,3650930298
dimwishlist:item=3003492238&perks=938542991,2349202967,1749209109,3913600130
dimwishlist:item=3003492238&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=3003492238&perks=938542991,2349202967,1749209109,3650930298
dimwishlist:item=3003492238&perks=938542991,2349202967,1955165503,3913600130
dimwishlist:item=3003492238&perks=938542991,2349202967,1955165503,3708227201
dimwishlist:item=3003492238&perks=938542991,2349202967,1955165503,3650930298

// Abide the Return
//notes:[Tier]: A / [Notes]: besides Redirection, standard damage perks + adaptive Eager | tags: aegis endgame pve
dimwishlist:item=1291270049&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=1291270049&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=1291270049&perks=3666208348,269888150,1749209109,2077819806
dimwishlist:item=1291270049&perks=3666208348,269888150,4132187021,3201496230
dimwishlist:item=1291270049&perks=3666208348,269888150,4132187021,1089671869
dimwishlist:item=1291270049&perks=3666208348,269888150,4132187021,2077819806
dimwishlist:item=1291270049&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=1291270049&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=1291270049&perks=3666208348,2349202967,1749209109,2077819806
dimwishlist:item=1291270049&perks=3666208348,2349202967,4132187021,3201496230
dimwishlist:item=1291270049&perks=3666208348,2349202967,4132187021,1089671869
dimwishlist:item=1291270049&perks=3666208348,2349202967,4132187021,2077819806
dimwishlist:item=1291270049&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=1291270049&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=1291270049&perks=938542991,269888150,1749209109,2077819806
dimwishlist:item=1291270049&perks=938542991,269888150,4132187021,3201496230
dimwishlist:item=1291270049&perks=938542991,269888150,4132187021,1089671869
dimwishlist:item=1291270049&perks=938542991,269888150,4132187021,2077819806
dimwishlist:item=1291270049&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=1291270049&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=1291270049&perks=938542991,2349202967,1749209109,2077819806
dimwishlist:item=1291270049&perks=938542991,2349202967,4132187021,3201496230
dimwishlist:item=1291270049&perks=938542991,2349202967,4132187021,1089671869
dimwishlist:item=1291270049&perks=938542991,2349202967,4132187021,2077819806

// Sola's Scar
//notes:[Tier]: A / [Notes]: Eager and Redirection on a caster, no AO, standard stuff otherwise | tags: aegis endgame pve
dimwishlist:item=4089030727&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=4089030727&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=4089030727&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=4089030727&perks=3666208348,269888150,2077819806,3201496230
dimwishlist:item=4089030727&perks=3666208348,269888150,2077819806,1089671869
dimwishlist:item=4089030727&perks=3666208348,269888150,2077819806,3913600130
dimwishlist:item=4089030727&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=4089030727&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=4089030727&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=4089030727&perks=3666208348,2349202967,2077819806,3201496230
dimwishlist:item=4089030727&perks=3666208348,2349202967,2077819806,1089671869
dimwishlist:item=4089030727&perks=3666208348,2349202967,2077819806,3913600130
dimwishlist:item=4089030727&perks=1261178282,269888150,1749209109,3201496230
dimwishlist:item=4089030727&perks=1261178282,269888150,1749209109,1089671869
dimwishlist:item=4089030727&perks=1261178282,269888150,1749209109,3913600130
dimwishlist:item=4089030727&perks=1261178282,269888150,2077819806,3201496230
dimwishlist:item=4089030727&perks=1261178282,269888150,2077819806,1089671869
dimwishlist:item=4089030727&perks=1261178282,269888150,2077819806,3913600130
dimwishlist:item=4089030727&perks=1261178282,2349202967,1749209109,3201496230
dimwishlist:item=4089030727&perks=1261178282,2349202967,1749209109,1089671869
dimwishlist:item=4089030727&perks=1261178282,2349202967,1749209109,3913600130
dimwishlist:item=4089030727&perks=1261178282,2349202967,2077819806,3201496230
dimwishlist:item=4089030727&perks=1261178282,2349202967,2077819806,1089671869
dimwishlist:item=4089030727&perks=1261178282,2349202967,2077819806,3913600130

// Night Terror
//notes:[Tier]: A / [Notes]: basically Sola's Scar with slightly different perks and no Redirection | tags: aegis endgame pve
dimwishlist:item=2729232863&perks=3666208348,269888150,1749209109,3764420437
dimwishlist:item=2729232863&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=2729232863&perks=3666208348,269888150,1749209109,654512643
dimwishlist:item=2729232863&perks=3666208348,269888150,2077819806,3764420437
dimwishlist:item=2729232863&perks=3666208348,269888150,2077819806,1089671869
dimwishlist:item=2729232863&perks=3666208348,269888150,2077819806,654512643
dimwishlist:item=2729232863&perks=3666208348,269888150,2244851822,3764420437
dimwishlist:item=2729232863&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=2729232863&perks=3666208348,269888150,2244851822,654512643
dimwishlist:item=2729232863&perks=3666208348,2349202967,1749209109,3764420437
dimwishlist:item=2729232863&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=2729232863&perks=3666208348,2349202967,1749209109,654512643
dimwishlist:item=2729232863&perks=3666208348,2349202967,2077819806,3764420437
dimwishlist:item=2729232863&perks=3666208348,2349202967,2077819806,1089671869
dimwishlist:item=2729232863&perks=3666208348,2349202967,2077819806,654512643
dimwishlist:item=2729232863&perks=3666208348,2349202967,2244851822,3764420437
dimwishlist:item=2729232863&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=2729232863&perks=3666208348,2349202967,2244851822,654512643
dimwishlist:item=2729232863&perks=938542991,269888150,1749209109,3764420437
dimwishlist:item=2729232863&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=2729232863&perks=938542991,269888150,1749209109,654512643
dimwishlist:item=2729232863&perks=938542991,269888150,2077819806,3764420437
dimwishlist:item=2729232863&perks=938542991,269888150,2077819806,1089671869
dimwishlist:item=2729232863&perks=938542991,269888150,2077819806,654512643
dimwishlist:item=2729232863&perks=938542991,269888150,2244851822,3764420437
dimwishlist:item=2729232863&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=2729232863&perks=938542991,269888150,2244851822,654512643
dimwishlist:item=2729232863&perks=938542991,2349202967,1749209109,3764420437
dimwishlist:item=2729232863&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=2729232863&perks=938542991,2349202967,1749209109,654512643
dimwishlist:item=2729232863&perks=938542991,2349202967,2077819806,3764420437
dimwishlist:item=2729232863&perks=938542991,2349202967,2077819806,1089671869
dimwishlist:item=2729232863&perks=938542991,2349202967,2077819806,654512643
dimwishlist:item=2729232863&perks=938542991,2349202967,2244851822,3764420437
dimwishlist:item=2729232863&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=2729232863&perks=938542991,2349202967,2244851822,654512643

// Abyssal Edge
//notes:[Tier]: A / [Notes]: nice neutral perks for strand artifact and frame, usable for damage too | tags: aegis endgame pve
dimwishlist:item=547165496&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=547165496&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=547165496&perks=3666208348,269888150,1749209109,3708227201
dimwishlist:item=547165496&perks=3666208348,269888150,923806249,3201496230
dimwishlist:item=547165496&perks=3666208348,269888150,923806249,1089671869
dimwishlist:item=547165496&perks=3666208348,269888150,923806249,3708227201
dimwishlist:item=547165496&perks=3666208348,269888150,2244851822,3201496230
dimwishlist:item=547165496&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=547165496&perks=3666208348,269888150,2244851822,3708227201
dimwishlist:item=547165496&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=547165496&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=547165496&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=547165496&perks=3666208348,2349202967,923806249,3201496230
dimwishlist:item=547165496&perks=3666208348,2349202967,923806249,1089671869
dimwishlist:item=547165496&perks=3666208348,2349202967,923806249,3708227201
dimwishlist:item=547165496&perks=3666208348,2349202967,2244851822,3201496230
dimwishlist:item=547165496&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=547165496&perks=3666208348,2349202967,2244851822,3708227201
dimwishlist:item=547165496&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=547165496&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=547165496&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=547165496&perks=938542991,269888150,923806249,3201496230
dimwishlist:item=547165496&perks=938542991,269888150,923806249,1089671869
dimwishlist:item=547165496&perks=938542991,269888150,923806249,3708227201
dimwishlist:item=547165496&perks=938542991,269888150,2244851822,3201496230
dimwishlist:item=547165496&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=547165496&perks=938542991,269888150,2244851822,3708227201
dimwishlist:item=547165496&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=547165496&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=547165496&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=547165496&perks=938542991,2349202967,923806249,3201496230
dimwishlist:item=547165496&perks=938542991,2349202967,923806249,1089671869
dimwishlist:item=547165496&perks=938542991,2349202967,923806249,3708227201
dimwishlist:item=547165496&perks=938542991,2349202967,2244851822,3201496230
dimwishlist:item=547165496&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=547165496&perks=938542991,2349202967,2244851822,3708227201
dimwishlist:item=4221591387&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=4221591387&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=4221591387&perks=3666208348,269888150,1749209109,3708227201
dimwishlist:item=4221591387&perks=3666208348,269888150,923806249,3201496230
dimwishlist:item=4221591387&perks=3666208348,269888150,923806249,1089671869
dimwishlist:item=4221591387&perks=3666208348,269888150,923806249,3708227201
dimwishlist:item=4221591387&perks=3666208348,269888150,2244851822,3201496230
dimwishlist:item=4221591387&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=4221591387&perks=3666208348,269888150,2244851822,3708227201
dimwishlist:item=4221591387&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=4221591387&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=4221591387&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=4221591387&perks=3666208348,2349202967,923806249,3201496230
dimwishlist:item=4221591387&perks=3666208348,2349202967,923806249,1089671869
dimwishlist:item=4221591387&perks=3666208348,2349202967,923806249,3708227201
dimwishlist:item=4221591387&perks=3666208348,2349202967,2244851822,3201496230
dimwishlist:item=4221591387&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=4221591387&perks=3666208348,2349202967,2244851822,3708227201
dimwishlist:item=4221591387&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=4221591387&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=4221591387&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=4221591387&perks=938542991,269888150,923806249,3201496230
dimwishlist:item=4221591387&perks=938542991,269888150,923806249,1089671869
dimwishlist:item=4221591387&perks=938542991,269888150,923806249,3708227201
dimwishlist:item=4221591387&perks=938542991,269888150,2244851822,3201496230
dimwishlist:item=4221591387&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=4221591387&perks=938542991,269888150,2244851822,3708227201
dimwishlist:item=4221591387&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=4221591387&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=4221591387&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=4221591387&perks=938542991,2349202967,923806249,3201496230
dimwishlist:item=4221591387&perks=938542991,2349202967,923806249,1089671869
dimwishlist:item=4221591387&perks=938542991,2349202967,923806249,3708227201
dimwishlist:item=4221591387&perks=938542991,2349202967,2244851822,3201496230
dimwishlist:item=4221591387&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=4221591387&perks=938542991,2349202967,2244851822,3708227201
dimwishlist:item=2599520828&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=2599520828&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=2599520828&perks=3666208348,269888150,1749209109,3708227201
dimwishlist:item=2599520828&perks=3666208348,269888150,923806249,3201496230
dimwishlist:item=2599520828&perks=3666208348,269888150,923806249,1089671869
dimwishlist:item=2599520828&perks=3666208348,269888150,923806249,3708227201
dimwishlist:item=2599520828&perks=3666208348,269888150,2244851822,3201496230
dimwishlist:item=2599520828&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=2599520828&perks=3666208348,269888150,2244851822,3708227201
dimwishlist:item=2599520828&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=2599520828&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=2599520828&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=2599520828&perks=3666208348,2349202967,923806249,3201496230
dimwishlist:item=2599520828&perks=3666208348,2349202967,923806249,1089671869
dimwishlist:item=2599520828&perks=3666208348,2349202967,923806249,3708227201
dimwishlist:item=2599520828&perks=3666208348,2349202967,2244851822,3201496230
dimwishlist:item=2599520828&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=2599520828&perks=3666208348,2349202967,2244851822,3708227201
dimwishlist:item=2599520828&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=2599520828&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=2599520828&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=2599520828&perks=938542991,269888150,923806249,3201496230
dimwishlist:item=2599520828&perks=938542991,269888150,923806249,1089671869
dimwishlist:item=2599520828&perks=938542991,269888150,923806249,3708227201
dimwishlist:item=2599520828&perks=938542991,269888150,2244851822,3201496230
dimwishlist:item=2599520828&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=2599520828&perks=938542991,269888150,2244851822,3708227201
dimwishlist:item=2599520828&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=2599520828&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=2599520828&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=2599520828&perks=938542991,2349202967,923806249,3201496230
dimwishlist:item=2599520828&perks=938542991,2349202967,923806249,1089671869
dimwishlist:item=2599520828&perks=938542991,2349202967,923806249,3708227201
dimwishlist:item=2599520828&perks=938542991,2349202967,2244851822,3201496230
dimwishlist:item=2599520828&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=2599520828&perks=938542991,2349202967,2244851822,3708227201
dimwishlist:item=2712683313&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=2712683313&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=2712683313&perks=3666208348,269888150,1749209109,3708227201
dimwishlist:item=2712683313&perks=3666208348,269888150,923806249,3201496230
dimwishlist:item=2712683313&perks=3666208348,269888150,923806249,1089671869
dimwishlist:item=2712683313&perks=3666208348,269888150,923806249,3708227201
dimwishlist:item=2712683313&perks=3666208348,269888150,2244851822,3201496230
dimwishlist:item=2712683313&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=2712683313&perks=3666208348,269888150,2244851822,3708227201
dimwishlist:item=2712683313&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=2712683313&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=2712683313&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=2712683313&perks=3666208348,2349202967,923806249,3201496230
dimwishlist:item=2712683313&perks=3666208348,2349202967,923806249,1089671869
dimwishlist:item=2712683313&perks=3666208348,2349202967,923806249,3708227201
dimwishlist:item=2712683313&perks=3666208348,2349202967,2244851822,3201496230
dimwishlist:item=2712683313&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=2712683313&perks=3666208348,2349202967,2244851822,3708227201
dimwishlist:item=2712683313&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=2712683313&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=2712683313&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=2712683313&perks=938542991,269888150,923806249,3201496230
dimwishlist:item=2712683313&perks=938542991,269888150,923806249,1089671869
dimwishlist:item=2712683313&perks=938542991,269888150,923806249,3708227201
dimwishlist:item=2712683313&perks=938542991,269888150,2244851822,3201496230
dimwishlist:item=2712683313&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=2712683313&perks=938542991,269888150,2244851822,3708227201
dimwishlist:item=2712683313&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=2712683313&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=2712683313&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=2712683313&perks=938542991,2349202967,923806249,3201496230
dimwishlist:item=2712683313&perks=938542991,2349202967,923806249,1089671869
dimwishlist:item=2712683313&perks=938542991,2349202967,923806249,3708227201
dimwishlist:item=2712683313&perks=938542991,2349202967,2244851822,3201496230
dimwishlist:item=2712683313&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=2712683313&perks=938542991,2349202967,2244851822,3708227201
dimwishlist:item=3054597646&perks=3666208348,269888150,1749209109,3201496230
dimwishlist:item=3054597646&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=3054597646&perks=3666208348,269888150,1749209109,3708227201
dimwishlist:item=3054597646&perks=3666208348,269888150,923806249,3201496230
dimwishlist:item=3054597646&perks=3666208348,269888150,923806249,1089671869
dimwishlist:item=3054597646&perks=3666208348,269888150,923806249,3708227201
dimwishlist:item=3054597646&perks=3666208348,269888150,2244851822,3201496230
dimwishlist:item=3054597646&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=3054597646&perks=3666208348,269888150,2244851822,3708227201
dimwishlist:item=3054597646&perks=3666208348,2349202967,1749209109,3201496230
dimwishlist:item=3054597646&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=3054597646&perks=3666208348,2349202967,1749209109,3708227201
dimwishlist:item=3054597646&perks=3666208348,2349202967,923806249,3201496230
dimwishlist:item=3054597646&perks=3666208348,2349202967,923806249,1089671869
dimwishlist:item=3054597646&perks=3666208348,2349202967,923806249,3708227201
dimwishlist:item=3054597646&perks=3666208348,2349202967,2244851822,3201496230
dimwishlist:item=3054597646&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=3054597646&perks=3666208348,2349202967,2244851822,3708227201
dimwishlist:item=3054597646&perks=938542991,269888150,1749209109,3201496230
dimwishlist:item=3054597646&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=3054597646&perks=938542991,269888150,1749209109,3708227201
dimwishlist:item=3054597646&perks=938542991,269888150,923806249,3201496230
dimwishlist:item=3054597646&perks=938542991,269888150,923806249,1089671869
dimwishlist:item=3054597646&perks=938542991,269888150,923806249,3708227201
dimwishlist:item=3054597646&perks=938542991,269888150,2244851822,3201496230
dimwishlist:item=3054597646&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=3054597646&perks=938542991,269888150,2244851822,3708227201
dimwishlist:item=3054597646&perks=938542991,2349202967,1749209109,3201496230
dimwishlist:item=3054597646&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=3054597646&perks=938542991,2349202967,1749209109,3708227201
dimwishlist:item=3054597646&perks=938542991,2349202967,923806249,3201496230
dimwishlist:item=3054597646&perks=938542991,2349202967,923806249,1089671869
dimwishlist:item=3054597646&perks=938542991,2349202967,923806249,3708227201
dimwishlist:item=3054597646&perks=938542991,2349202967,2244851822,3201496230
dimwishlist:item=3054597646&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=3054597646&perks=938542991,2349202967,2244851822,3708227201

// Hero of Ages
//notes:[Tier]: A / [Notes]: more consistent long-term double damage than Stryker, also has usable normal damage perks | tags: aegis endgame pve
dimwishlist:item=2139640995&perks=3666208348,269888150,1749209109,2396489472
dimwishlist:item=2139640995&perks=3666208348,2349202967,1749209109,2396489472
dimwishlist:item=2139640995&perks=938542991,269888150,1749209109,2396489472
dimwishlist:item=2139640995&perks=938542991,2349202967,1749209109,2396489472
dimwishlist:item=944708986&perks=3666208348,269888150,3324494224,1089671869
dimwishlist:item=944708986&perks=3666208348,269888150,3324494224,3913600130
dimwishlist:item=944708986&perks=3666208348,269888150,3324494224,2396489472
dimwishlist:item=944708986&perks=3666208348,269888150,1749209109,1089671869
dimwishlist:item=944708986&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=944708986&perks=3666208348,269888150,1749209109,2396489472
dimwishlist:item=944708986&perks=3666208348,269888150,2244851822,1089671869
dimwishlist:item=944708986&perks=3666208348,269888150,2244851822,3913600130
dimwishlist:item=944708986&perks=3666208348,269888150,2244851822,2396489472
dimwishlist:item=944708986&perks=3666208348,2349202967,3324494224,1089671869
dimwishlist:item=944708986&perks=3666208348,2349202967,3324494224,3913600130
dimwishlist:item=944708986&perks=3666208348,2349202967,3324494224,2396489472
dimwishlist:item=944708986&perks=3666208348,2349202967,1749209109,1089671869
dimwishlist:item=944708986&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=944708986&perks=3666208348,2349202967,1749209109,2396489472
dimwishlist:item=944708986&perks=3666208348,2349202967,2244851822,1089671869
dimwishlist:item=944708986&perks=3666208348,2349202967,2244851822,3913600130
dimwishlist:item=944708986&perks=3666208348,2349202967,2244851822,2396489472
dimwishlist:item=944708986&perks=938542991,269888150,3324494224,1089671869
dimwishlist:item=944708986&perks=938542991,269888150,3324494224,3913600130
dimwishlist:item=944708986&perks=938542991,269888150,3324494224,2396489472
dimwishlist:item=944708986&perks=938542991,269888150,1749209109,1089671869
dimwishlist:item=944708986&perks=938542991,269888150,1749209109,3913600130
dimwishlist:item=944708986&perks=938542991,269888150,1749209109,2396489472
dimwishlist:item=944708986&perks=938542991,269888150,2244851822,1089671869
dimwishlist:item=944708986&perks=938542991,269888150,2244851822,3913600130
dimwishlist:item=944708986&perks=938542991,269888150,2244851822,2396489472
dimwishlist:item=944708986&perks=938542991,2349202967,3324494224,1089671869
dimwishlist:item=944708986&perks=938542991,2349202967,3324494224,3913600130
dimwishlist:item=944708986&perks=938542991,2349202967,3324494224,2396489472
dimwishlist:item=944708986&perks=938542991,2349202967,1749209109,1089671869
dimwishlist:item=944708986&perks=938542991,2349202967,1749209109,3913600130
dimwishlist:item=944708986&perks=938542991,2349202967,1749209109,2396489472
dimwishlist:item=944708986&perks=938542991,2349202967,2244851822,1089671869
dimwishlist:item=944708986&perks=938542991,2349202967,2244851822,3913600130
dimwishlist:item=944708986&perks=938542991,2349202967,2244851822,2396489472

// Ill Omen
//notes:[Tier]: A / [Notes]: typical AO + damage caster | tags: aegis endgame pve
dimwishlist:item=3794274730&perks=3666208348,269888150,243981275,3913600130
dimwishlist:item=3794274730&perks=3666208348,269888150,243981275,3708227201
dimwishlist:item=3794274730&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=3794274730&perks=3666208348,269888150,1749209109,3708227201

// Temptation's Hook
//notes:[Tier]: A / [Notes]: basically Ill Omen with worse stats and no Surrounded | tags: aegis endgame pve
dimwishlist:item=35794111&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=35794111&perks=3666208348,269888150,1749209109,1685431615
dimwishlist:item=35794111&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=35794111&perks=3666208348,2349202967,1749209109,1685431615
dimwishlist:item=35794111&perks=938542991,269888150,1749209109,3913600130
dimwishlist:item=35794111&perks=938542991,269888150,1749209109,1685431615
dimwishlist:item=35794111&perks=938542991,2349202967,1749209109,3913600130
dimwishlist:item=35794111&perks=938542991,2349202967,1749209109,1685431615
dimwishlist:item=1587953057&perks=3666208348,269888150,243981275,3913600130
dimwishlist:item=1587953057&perks=3666208348,269888150,243981275,1685431615
dimwishlist:item=1587953057&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=1587953057&perks=3666208348,269888150,1749209109,1685431615
dimwishlist:item=1587953057&perks=3666208348,2349202967,243981275,3913600130
dimwishlist:item=1587953057&perks=3666208348,2349202967,243981275,1685431615
dimwishlist:item=1587953057&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=1587953057&perks=3666208348,2349202967,1749209109,1685431615
dimwishlist:item=1587953057&perks=938542991,269888150,243981275,3913600130
dimwishlist:item=1587953057&perks=938542991,269888150,243981275,1685431615
dimwishlist:item=1587953057&perks=938542991,269888150,1749209109,3913600130
dimwishlist:item=1587953057&perks=938542991,269888150,1749209109,1685431615
dimwishlist:item=1587953057&perks=938542991,2349202967,243981275,3913600130
dimwishlist:item=1587953057&perks=938542991,2349202967,243981275,1685431615
dimwishlist:item=1587953057&perks=938542991,2349202967,1749209109,3913600130
dimwishlist:item=1587953057&perks=938542991,2349202967,1749209109,1685431615
dimwishlist:item=3977827673&perks=3666208348,269888150,243981275,3913600130
dimwishlist:item=3977827673&perks=3666208348,269888150,243981275,1685431615
dimwishlist:item=3977827673&perks=3666208348,269888150,1749209109,3913600130
dimwishlist:item=3977827673&perks=3666208348,269888150,1749209109,1685431615
dimwishlist:item=3977827673&perks=3666208348,2349202967,243981275,3913600130
dimwishlist:item=3977827673&perks=3666208348,2349202967,243981275,1685431615
dimwishlist:item=3977827673&perks=3666208348,2349202967,1749209109,3913600130
dimwishlist:item=3977827673&perks=3666208348,2349202967,1749209109,1685431615
dimwishlist:item=3977827673&perks=938542991,269888150,243981275,3913600130
dimwishlist:item=3977827673&perks=938542991,269888150,243981275,1685431615
dimwishlist:item=3977827673&perks=938542991,269888150,1749209109,3913600130
dimwishlist:item=3977827673&perks=938542991,269888150,1749209109,1685431615
dimwishlist:item=3977827673&perks=938542991,2349202967,243981275,3913600130
dimwishlist:item=3977827673&perks=938542991,2349202967,243981275,1685431615
